"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005216","MF","GO:0005216","monoatomic ion channel activity","81/1655","482/21092",4.60729086757133e-11,1.75384205692215e-08,1.5001985702127e-08,"ENSG00000162494/ENSG00000291014/ENSG00000177301/ENSG00000143603/ENSG00000177807/ENSG00000198216/ENSG00000143473/ENSG00000198626/ENSG00000144191/ENSG00000162989/ENSG00000153253/ENSG00000144285/ENSG00000150995/ENSG00000185313/ENSG00000157388/ENSG00000157445/ENSG00000275163/ENSG00000197584/ENSG00000127419/ENSG00000185774/ENSG00000152208/ENSG00000256394/ENSG00000150625/ENSG00000080709/ENSG00000184584/ENSG00000155511/ENSG00000182132/ENSG00000158683/ENSG00000188037/ENSG00000147606/ENSG00000184156/ENSG00000106688/ENSG00000155886/ENSG00000083067/ENSG00000119121/ENSG00000198785/ENSG00000165995/ENSG00000156113/ENSG00000107593/ENSG00000053918/ENSG00000187486/ENSG00000129159/ENSG00000171714/ENSG00000091664/ENSG00000134343/ENSG00000175294/ENSG00000131620/ENSG00000137672/ENSG00000149403/ENSG00000151062/ENSG00000151067/ENSG00000047617/ENSG00000273079/ENSG00000089041/ENSG00000102452/ENSG00000204442/ENSG00000165548/ENSG00000100433/ENSG00000166206/ENSG00000186297/ENSG00000182256/ENSG00000198838/ENSG00000117971/ENSG00000196557/ENSG00000183454/ENSG00000070729/ENSG00000166473/ENSG00000168418/ENSG00000103335/ENSG00000167723/ENSG00000108405/ENSG00000108684/ENSG00000108878/ENSG00000154864/ENSG00000141837/ENSG00000105464/ENSG00000149488/ENSG00000132639/ENSG00000158445/ENSG00000157542/ENSG00000100346",81
"GO:0022836","MF","GO:0022836","gated channel activity","60/1655","324/21092",3.28369261867232e-10,9.37494242630947e-08,8.0191230266524e-08,"ENSG00000162494/ENSG00000177301/ENSG00000143603/ENSG00000177807/ENSG00000198216/ENSG00000143473/ENSG00000198626/ENSG00000144191/ENSG00000162989/ENSG00000144285/ENSG00000150995/ENSG00000185313/ENSG00000157388/ENSG00000157445/ENSG00000275163/ENSG00000197584/ENSG00000152208/ENSG00000256394/ENSG00000080709/ENSG00000155511/ENSG00000188037/ENSG00000184156/ENSG00000198785/ENSG00000165995/ENSG00000156113/ENSG00000107593/ENSG00000053918/ENSG00000187486/ENSG00000129159/ENSG00000175294/ENSG00000131620/ENSG00000149403/ENSG00000151062/ENSG00000151067/ENSG00000273079/ENSG00000089041/ENSG00000204442/ENSG00000165548/ENSG00000100433/ENSG00000166206/ENSG00000186297/ENSG00000182256/ENSG00000198838/ENSG00000117971/ENSG00000196557/ENSG00000183454/ENSG00000070729/ENSG00000168418/ENSG00000103335/ENSG00000108405/ENSG00000108684/ENSG00000108878/ENSG00000154864/ENSG00000141837/ENSG00000105464/ENSG00000149488/ENSG00000132639/ENSG00000158445/ENSG00000157542/ENSG00000100346",60
"GO:0015085","MF","GO:0015085","calcium ion transmembrane transporter activity","33/1655","141/21092",9.47661273363009e-09,2.16445834836111e-06,1.85143086669657e-06,"ENSG00000291014/ENSG00000198216/ENSG00000198626/ENSG00000183023/ENSG00000150995/ENSG00000157388/ENSG00000157445/ENSG00000150625/ENSG00000158683/ENSG00000155886/ENSG00000083067/ENSG00000119121/ENSG00000198785/ENSG00000165995/ENSG00000107593/ENSG00000175294/ENSG00000137672/ENSG00000151062/ENSG00000151067/ENSG00000273079/ENSG00000204442/ENSG00000198838/ENSG00000196557/ENSG00000183454/ENSG00000166473/ENSG00000064270/ENSG00000167723/ENSG00000074370/ENSG00000108878/ENSG00000141837/ENSG00000105464/ENSG00000149488/ENSG00000100346",33
"GO:0005262","MF","GO:0005262","calcium channel activity","30/1655","123/21092",1.60640915614922e-08,3.05753209387069e-06,2.61534683667803e-06,"ENSG00000291014/ENSG00000198216/ENSG00000198626/ENSG00000150995/ENSG00000157388/ENSG00000157445/ENSG00000150625/ENSG00000158683/ENSG00000155886/ENSG00000083067/ENSG00000119121/ENSG00000198785/ENSG00000165995/ENSG00000107593/ENSG00000175294/ENSG00000137672/ENSG00000151062/ENSG00000151067/ENSG00000273079/ENSG00000204442/ENSG00000198838/ENSG00000196557/ENSG00000183454/ENSG00000166473/ENSG00000167723/ENSG00000108878/ENSG00000141837/ENSG00000105464/ENSG00000149488/ENSG00000100346",30
"GO:0005244","MF","GO:0005244","voltage-gated monoatomic ion channel activity","37/1655","179/21092",4.27810188336225e-08,6.97941764399955e-06,5.97004292896265e-06,"ENSG00000162494/ENSG00000177301/ENSG00000143603/ENSG00000177807/ENSG00000198216/ENSG00000143473/ENSG00000162989/ENSG00000144285/ENSG00000185313/ENSG00000157388/ENSG00000157445/ENSG00000080709/ENSG00000188037/ENSG00000184156/ENSG00000198785/ENSG00000165995/ENSG00000156113/ENSG00000053918/ENSG00000187486/ENSG00000129159/ENSG00000175294/ENSG00000131620/ENSG00000151062/ENSG00000151067/ENSG00000273079/ENSG00000100433/ENSG00000196557/ENSG00000183454/ENSG00000168418/ENSG00000108878/ENSG00000141837/ENSG00000105464/ENSG00000149488/ENSG00000132639/ENSG00000158445/ENSG00000157542/ENSG00000100346",37
"GO:0022832","MF","GO:0022832","voltage-gated channel activity","37/1655","180/21092",4.98392942787188e-08,7.1145592582871e-06,6.08564014350671e-06,"ENSG00000162494/ENSG00000177301/ENSG00000143603/ENSG00000177807/ENSG00000198216/ENSG00000143473/ENSG00000162989/ENSG00000144285/ENSG00000185313/ENSG00000157388/ENSG00000157445/ENSG00000080709/ENSG00000188037/ENSG00000184156/ENSG00000198785/ENSG00000165995/ENSG00000156113/ENSG00000053918/ENSG00000187486/ENSG00000129159/ENSG00000175294/ENSG00000131620/ENSG00000151062/ENSG00000151067/ENSG00000273079/ENSG00000100433/ENSG00000196557/ENSG00000183454/ENSG00000168418/ENSG00000108878/ENSG00000141837/ENSG00000105464/ENSG00000149488/ENSG00000132639/ENSG00000158445/ENSG00000157542/ENSG00000100346",37
"GO:0004115","MF","GO:0004115","3',5'-cyclic-AMP phosphodiesterase activity","12/1655","24/21092",5.80813577858513e-08,7.36987895460469e-06,6.30403509067486e-06,"ENSG00000184588/ENSG00000128655/ENSG00000113448/ENSG00000284762/ENSG00000113231/ENSG00000132915/ENSG00000112541/ENSG00000154678/ENSG00000205268/ENSG00000186642/ENSG00000172572/ENSG00000160191",12
"GO:0047555","MF","GO:0047555","3',5'-cyclic-GMP phosphodiesterase activity","12/1655","25/21092",1.03701685612118e-07,1.18427324969039e-05,1.0130017289268e-05,"ENSG00000184588/ENSG00000128655/ENSG00000113448/ENSG00000284762/ENSG00000113231/ENSG00000132915/ENSG00000112541/ENSG00000154678/ENSG00000205268/ENSG00000186642/ENSG00000172572/ENSG00000160191",12
"GO:0003779","MF","GO:0003779","actin binding","70/1655","471/21092",1.59999496244768e-07,1.66108567919568e-05,1.42085677047985e-05,"ENSG00000143375/ENSG00000163554/ENSG00000155816/ENSG00000172554/ENSG00000115306/ENSG00000169604/ENSG00000075340/ENSG00000066032/ENSG00000082438/ENSG00000163092/ENSG00000071909/ENSG00000128641/ENSG00000079308/ENSG00000170011/ENSG00000196526/ENSG00000163995/ENSG00000145321/ENSG00000138771/ENSG00000172403/ENSG00000137460/ENSG00000129116/ENSG00000145703/ENSG00000173210/ENSG00000112137/ENSG00000151914/ENSG00000079819/ENSG00000112419/ENSG00000185345/ENSG00000112530/ENSG00000146648/ENSG00000127946/ENSG00000158528/ENSG00000122786/ENSG00000104490/ENSG00000170873/ENSG00000155897/ENSG00000106789/ENSG00000119321/ENSG00000165995/ENSG00000183230/ENSG00000156113/ENSG00000107438/ENSG00000177106/ENSG00000133816/ENSG00000129170/ENSG00000137474/ENSG00000165495/ENSG00000139132/ENSG00000084112/ENSG00000136167/ENSG00000150361/ENSG00000041515/ENSG00000273749/ENSG00000171914/ENSG00000140416/ENSG00000103313/ENSG00000213918/ENSG00000103187/ENSG00000197879/ENSG00000007237/ENSG00000176658/ENSG00000082397/ENSG00000134775/ENSG00000152229/ENSG00000089327/ENSG00000160460/ENSG00000125753/ENSG00000087495/ENSG00000133454/ENSG00000188677",70
"GO:0004114","MF","GO:0004114","3',5'-cyclic-nucleotide phosphodiesterase activity","12/1655","26/21092",1.78813170712157e-07,1.70170534127736e-05,1.45560195106036e-05,"ENSG00000184588/ENSG00000128655/ENSG00000113448/ENSG00000284762/ENSG00000113231/ENSG00000132915/ENSG00000112541/ENSG00000154678/ENSG00000205268/ENSG00000186642/ENSG00000172572/ENSG00000160191",12
"GO:0004112","MF","GO:0004112","cyclic-nucleotide phosphodiesterase activity","12/1655","28/21092",4.85618734426655e-07,4.26597380550185e-05,3.64902174532742e-05,"ENSG00000184588/ENSG00000128655/ENSG00000113448/ENSG00000284762/ENSG00000113231/ENSG00000132915/ENSG00000112541/ENSG00000154678/ENSG00000205268/ENSG00000186642/ENSG00000172572/ENSG00000160191",12
"GO:0042578","MF","GO:0042578","phosphoric ester hydrolase activity","59/1655","397/21092",1.48254227751803e-06,0.000120933091494685,0.000103443551393739,"ENSG00000184588/ENSG00000117600/ENSG00000123836/ENSG00000152104/ENSG00000133019/ENSG00000134324/ENSG00000072135/ENSG00000128655/ENSG00000079308/ENSG00000144677/ENSG00000075711/ENSG00000138814/ENSG00000109452/ENSG00000113448/ENSG00000284762/ENSG00000113231/ENSG00000132915/ENSG00000112367/ENSG00000112541/ENSG00000154678/ENSG00000136205/ENSG00000155093/ENSG00000003987/ENSG00000205268/ENSG00000104313/ENSG00000136960/ENSG00000153707/ENSG00000148123/ENSG00000170525/ENSG00000165383/ENSG00000107719/ENSG00000138193/ENSG00000107902/ENSG00000066382/ENSG00000186642/ENSG00000154127/ENSG00000151490/ENSG00000139151/ENSG00000172572/ENSG00000111110/ENSG00000127329/ENSG00000084112/ENSG00000100526/ENSG00000126821/ENSG00000197943/ENSG00000129219/ENSG00000276023/ENSG00000141349/ENSG00000108389/ENSG00000101577/ENSG00000081913/ENSG00000105426/ENSG00000011485/ENSG00000182621/ENSG00000101333/ENSG00000196090/ENSG00000064655/ENSG00000160191/ENSG00000100034",59
"GO:0022843","MF","GO:0022843","voltage-gated monoatomic cation channel activity","30/1655","150/21092",1.63281008780691e-06,0.000124311274685033,0.000106333176244548,"ENSG00000162494/ENSG00000177301/ENSG00000143603/ENSG00000177807/ENSG00000198216/ENSG00000143473/ENSG00000162989/ENSG00000157388/ENSG00000157445/ENSG00000080709/ENSG00000184156/ENSG00000165995/ENSG00000156113/ENSG00000053918/ENSG00000187486/ENSG00000129159/ENSG00000175294/ENSG00000151062/ENSG00000151067/ENSG00000100433/ENSG00000196557/ENSG00000168418/ENSG00000108878/ENSG00000141837/ENSG00000105464/ENSG00000149488/ENSG00000132639/ENSG00000158445/ENSG00000157542/ENSG00000100346",30
"GO:0042805","MF","GO:0042805","actinin binding","13/1655","37/21092",2.42482196968612e-06,0.000170788624909614,0.00014608889659519,"ENSG00000163092/ENSG00000132170/ENSG00000157388/ENSG00000151276/ENSG00000109320/ENSG00000172403/ENSG00000129116/ENSG00000080709/ENSG00000107438/ENSG00000107593/ENSG00000129170/ENSG00000151067/ENSG00000196090",13
"GO:0015276","MF","GO:0015276","ligand-gated monoatomic ion channel activity","33/1655","177/21092",2.59311108823177e-06,0.000170788624909614,0.00014608889659519,"ENSG00000143603/ENSG00000177807/ENSG00000198626/ENSG00000144191/ENSG00000162989/ENSG00000150995/ENSG00000275163/ENSG00000197584/ENSG00000152208/ENSG00000256394/ENSG00000080709/ENSG00000155511/ENSG00000198785/ENSG00000156113/ENSG00000107593/ENSG00000187486/ENSG00000175294/ENSG00000131620/ENSG00000149403/ENSG00000273079/ENSG00000089041/ENSG00000165548/ENSG00000166206/ENSG00000186297/ENSG00000182256/ENSG00000198838/ENSG00000117971/ENSG00000183454/ENSG00000070729/ENSG00000108405/ENSG00000108684/ENSG00000105464/ENSG00000157542",33
"GO:0008066","MF","GO:0008066","glutamate receptor activity","11/1655","27/21092",2.6919397971743e-06,0.000170788624909614,0.00014608889659519,"ENSG00000196277/ENSG00000152208/ENSG00000155511/ENSG00000152822/ENSG00000179603/ENSG00000198785/ENSG00000168959/ENSG00000149403/ENSG00000273079/ENSG00000183454/ENSG00000105464",11
"GO:0044325","MF","GO:0044325","transmembrane transporter binding","28/1655","139/21092",3.09730001496229e-06,0.00018616403247826,0.000159240687749862,"ENSG00000162494/ENSG00000184588/ENSG00000183023/ENSG00000175497/ENSG00000185313/ENSG00000114279/ENSG00000075711/ENSG00000197386/ENSG00000145362/ENSG00000145349/ENSG00000113448/ENSG00000152413/ENSG00000182132/ENSG00000174469/ENSG00000119139/ENSG00000151150/ENSG00000107593/ENSG00000053918/ENSG00000187486/ENSG00000129159/ENSG00000151320/ENSG00000179776/ENSG00000168418/ENSG00000074370/ENSG00000109062/ENSG00000049759/ENSG00000132639/ENSG00000158445",28
"GO:0022834","MF","GO:0022834","ligand-gated channel activity","33/1655","179/21092",3.34546171024891e-06,0.000191025863655213,0.000163399393005841,"ENSG00000143603/ENSG00000177807/ENSG00000198626/ENSG00000144191/ENSG00000162989/ENSG00000150995/ENSG00000275163/ENSG00000197584/ENSG00000152208/ENSG00000256394/ENSG00000080709/ENSG00000155511/ENSG00000198785/ENSG00000156113/ENSG00000107593/ENSG00000187486/ENSG00000175294/ENSG00000131620/ENSG00000149403/ENSG00000273079/ENSG00000089041/ENSG00000165548/ENSG00000166206/ENSG00000186297/ENSG00000182256/ENSG00000198838/ENSG00000117971/ENSG00000183454/ENSG00000070729/ENSG00000108405/ENSG00000108684/ENSG00000105464/ENSG00000157542",33
"GO:0051393","MF","GO:0051393","alpha-actinin binding","11/1655","29/21092",6.16697666447572e-06,0.000335366064325299,0.000286864879430249,"ENSG00000163092/ENSG00000132170/ENSG00000157388/ENSG00000151276/ENSG00000172403/ENSG00000129116/ENSG00000080709/ENSG00000107438/ENSG00000107593/ENSG00000151067/ENSG00000196090",11
"GO:0005201","MF","GO:0005201","extracellular matrix structural constituent","34/1655","195/21092",8.50207041081354e-06,0.000441334745870412,0.000377508198145214,"ENSG00000117122/ENSG00000143196/ENSG00000133048/ENSG00000049323/ENSG00000169031/ENSG00000172752/ENSG00000206384/ENSG00000163453/ENSG00000178522/ENSG00000168743/ENSG00000164176/ENSG00000050767/ENSG00000124749/ENSG00000082293/ENSG00000196569/ENSG00000215018/ENSG00000049540/ENSG00000164692/ENSG00000106333/ENSG00000164764/ENSG00000132561/ENSG00000169436/ENSG00000148357/ENSG00000197467/ENSG00000110799/ENSG00000139219/ENSG00000187498/ENSG00000134871/ENSG00000119681/ENSG00000187720/ENSG00000157766/ENSG00000132205/ENSG00000101680/ENSG00000077942",34
"GO:0099094","MF","GO:0099094","ligand-gated monoatomic cation channel activity","27/1655","140/21092",1.07681564249168e-05,0.000532152169789751,0.000455191458719595,"ENSG00000143603/ENSG00000177807/ENSG00000198626/ENSG00000144191/ENSG00000162989/ENSG00000150995/ENSG00000275163/ENSG00000197584/ENSG00000256394/ENSG00000080709/ENSG00000156113/ENSG00000107593/ENSG00000187486/ENSG00000175294/ENSG00000131620/ENSG00000149403/ENSG00000273079/ENSG00000089041/ENSG00000165548/ENSG00000198838/ENSG00000117971/ENSG00000183454/ENSG00000070729/ENSG00000108405/ENSG00000108684/ENSG00000105464/ENSG00000157542",27
"GO:0005085","MF","GO:0005085","guanyl-nucleotide exchange factor activity","40/1655","249/21092",1.11835832530245e-05,0.000532152169789751,0.000455191458719595,"ENSG00000171680/ENSG00000116473/ENSG00000143344/ENSG00000115211/ENSG00000136002/ENSG00000144711/ENSG00000163947/ENSG00000160145/ENSG00000138670/ENSG00000177058/ENSG00000214944/ENSG00000113319/ENSG00000134516/ENSG00000203734/ENSG00000120278/ENSG00000146426/ENSG00000008256/ENSG00000128512/ENSG00000104728/ENSG00000156011/ENSG00000046889/ENSG00000107099/ENSG00000160293/ENSG00000138193/ENSG00000107862/ENSG00000150760/ENSG00000177106/ENSG00000166444/ENSG00000184014/ENSG00000133812/ENSG00000139132/ENSG00000182957/ENSG00000152767/ENSG00000088387/ENSG00000102606/ENSG00000015133/ENSG00000100599/ENSG00000159842/ENSG00000156299/ENSG00000186716",40
"GO:0019199","MF","GO:0019199","transmembrane receptor protein kinase activity","20/1655","88/21092",1.20585644311424e-05,0.000550835223214586,0.000471172538614744,"ENSG00000069702/ENSG00000171094/ENSG00000049323/ENSG00000121989/ENSG00000118257/ENSG00000178568/ENSG00000163513/ENSG00000080224/ENSG00000154928/ENSG00000128052/ENSG00000145242/ENSG00000047936/ENSG00000171243/ENSG00000146648/ENSG00000196411/ENSG00000169071/ENSG00000099250/ENSG00000066468/ENSG00000092445/ENSG00000171105",20
"GO:0008237","MF","GO:0008237","metallopeptidase activity","34/1655","200/21092",1.4840855790103e-05,0.000651856050472987,0.000557583569765814,"ENSG00000117298/ENSG00000269113/ENSG00000186094/ENSG00000162600/ENSG00000291014/ENSG00000172878/ENSG00000114948/ENSG00000163638/ENSG00000163751/ENSG00000138792/ENSG00000109472/ENSG00000038295/ENSG00000151388/ENSG00000123213/ENSG00000164307/ENSG00000172901/ENSG00000135074/ENSG00000087116/ENSG00000135049/ENSG00000148120/ENSG00000107959/ENSG00000138316/ENSG00000095587/ENSG00000148848/ENSG00000077616/ENSG00000072657/ENSG00000139985/ENSG00000136378/ENSG00000273540/ENSG00000140470/ENSG00000087245/ENSG00000124299/ENSG00000149451/ENSG00000187045",34
"GO:0008081","MF","GO:0008081","phosphoric diester hydrolase activity","21/1655","97/21092",1.63428175234883e-05,0.000691240652289765,0.000591272306502813,"ENSG00000184588/ENSG00000133019/ENSG00000128655/ENSG00000113448/ENSG00000284762/ENSG00000113231/ENSG00000132915/ENSG00000112541/ENSG00000154678/ENSG00000205268/ENSG00000136960/ENSG00000138193/ENSG00000066382/ENSG00000186642/ENSG00000139151/ENSG00000172572/ENSG00000197943/ENSG00000129219/ENSG00000182621/ENSG00000101333/ENSG00000160191",21
"GO:0004879","MF","GO:0004879","nuclear receptor activity","15/1655","57/21092",2.32054580527866e-05,0.000946451182010084,0.000809573874924286,"ENSG00000143437/ENSG00000143365/ENSG00000143171/ENSG00000196482/ENSG00000132170/ENSG00000151090/ENSG00000077092/ENSG00000144852/ENSG00000151623/ENSG00000091831/ENSG00000164749/ENSG00000198963/ENSG00000069667/ENSG00000168610/ENSG00000101076",15
"GO:0030165","MF","GO:0030165","PDZ domain binding","20/1655","92/21092",2.41922831899043e-05,0.000952675427685199,0.000814897960080988,"ENSG00000069702/ENSG00000172554/ENSG00000119878/ENSG00000121989/ENSG00000072201/ENSG00000152208/ENSG00000155511/ENSG00000185345/ENSG00000128512/ENSG00000131558/ENSG00000169499/ENSG00000169439/ENSG00000182985/ENSG00000082805/ENSG00000151136/ENSG00000015133/ENSG00000237515/ENSG00000188803/ENSG00000109062/ENSG00000104863",20
"GO:0098531","MF","GO:0098531","ligand-activated transcription factor activity","15/1655","58/21092",2.90483399677485e-05,0.00110577347477229,0.000945854718949846,"ENSG00000143437/ENSG00000143365/ENSG00000143171/ENSG00000196482/ENSG00000132170/ENSG00000151090/ENSG00000077092/ENSG00000144852/ENSG00000151623/ENSG00000091831/ENSG00000164749/ENSG00000198963/ENSG00000069667/ENSG00000168610/ENSG00000101076",15
"GO:0015079","MF","GO:0015079","potassium ion transmembrane transporter activity","29/1655","168/21092",4.59185188923677e-05,0.00169157898629303,0.00144694008598021,"ENSG00000162494/ENSG00000177301/ENSG00000143603/ENSG00000177807/ENSG00000143473/ENSG00000162989/ENSG00000181804/ENSG00000275163/ENSG00000197584/ENSG00000127419/ENSG00000185774/ENSG00000113504/ENSG00000080709/ENSG00000182132/ENSG00000184156/ENSG00000155886/ENSG00000156113/ENSG00000107593/ENSG00000053918/ENSG00000187486/ENSG00000129159/ENSG00000091664/ENSG00000149403/ENSG00000100433/ENSG00000168418/ENSG00000105675/ENSG00000132639/ENSG00000158445/ENSG00000157542",29
"GO:0046943","MF","GO:0046943","carboxylic acid transmembrane transporter activity","31/1655","187/21092",5.69010747928852e-05,0.00203065710667109,0.00173698017788807,"ENSG00000160785/ENSG00000115840/ENSG00000131389/ENSG00000163959/ENSG00000118777/ENSG00000177058/ENSG00000170482/ENSG00000155511/ENSG00000135218/ENSG00000004864/ENSG00000147606/ENSG00000106688/ENSG00000198785/ENSG00000165970/ENSG00000091664/ENSG00000149742/ENSG00000149403/ENSG00000273079/ENSG00000139155/ENSG00000134538/ENSG00000084453/ENSG00000256870/ENSG00000139370/ENSG00000183454/ENSG00000103042/ENSG00000108846/ENSG00000109062/ENSG00000105143/ENSG00000105464/ENSG00000158296/ENSG00000182902",31
"GO:0005267","MF","GO:0005267","potassium channel activity","24/1655","129/21092",5.96739223280498e-05,0.00206507937268585,0.00176642423988613,"ENSG00000162494/ENSG00000177301/ENSG00000143603/ENSG00000177807/ENSG00000143473/ENSG00000162989/ENSG00000275163/ENSG00000197584/ENSG00000127419/ENSG00000185774/ENSG00000080709/ENSG00000182132/ENSG00000184156/ENSG00000156113/ENSG00000107593/ENSG00000053918/ENSG00000187486/ENSG00000129159/ENSG00000149403/ENSG00000100433/ENSG00000168418/ENSG00000132639/ENSG00000158445/ENSG00000157542",24
"GO:0005342","MF","GO:0005342","organic acid transmembrane transporter activity","31/1655","188/21092",6.31075141758679e-05,0.00210131666648912,0.00179742083740612,"ENSG00000160785/ENSG00000115840/ENSG00000131389/ENSG00000163959/ENSG00000118777/ENSG00000177058/ENSG00000170482/ENSG00000155511/ENSG00000135218/ENSG00000004864/ENSG00000147606/ENSG00000106688/ENSG00000198785/ENSG00000165970/ENSG00000091664/ENSG00000149742/ENSG00000149403/ENSG00000273079/ENSG00000139155/ENSG00000134538/ENSG00000084453/ENSG00000256870/ENSG00000139370/ENSG00000183454/ENSG00000103042/ENSG00000108846/ENSG00000109062/ENSG00000105143/ENSG00000105464/ENSG00000158296/ENSG00000182902",31
"GO:0008331","MF","GO:0008331","high voltage-gated calcium channel activity","7/1655","15/21092",6.62411558613032e-05,0.00210131666648912,0.00179742083740612,"ENSG00000198216/ENSG00000157388/ENSG00000165995/ENSG00000151067/ENSG00000196557/ENSG00000141837/ENSG00000100346",7
"GO:0030553","MF","GO:0030553","cGMP binding","7/1655","15/21092",6.62411558613032e-05,0.00210131666648912,0.00179742083740612,"ENSG00000144191/ENSG00000128655/ENSG00000138669/ENSG00000112541/ENSG00000185532/ENSG00000186642/ENSG00000070729",7
